timestamp,datetime,comment-id,author-id,agrees,disagrees,moderated,comment-body,human-translation,B,translator,google-translation
1437217637255,Sat Jul 18 07:07:17 EDT 2015,40,336,623,16,1,我覺得應該審核人員。乘客保障。駕駛權益都要兼顧。最重要還是安全第一,"Safety is the top priority. And I think we should also improve driver vetting, passenger rights and driver benefits.",A,Olga Cheng,I think we should review staff. Passenger protection. Driving interests must take into account. The most important thing is safety first
1437219656729,Sat Jul 18 07:40:56 EDT 2015,41,20,507,84,1,交通部應於線上公開2014年調查 Uber 是否違法的報告。,The Ministry of Transportation and Communications should share the investigation result online with the public regarding the Uber violation event in 2014.,A,Olga Cheng,Ministry of Transportation should publicly report on the 2014 survey Uber is illegal in line.
1437238579663,Sat Jul 18 12:56:19 EDT 2015,44,0,275,345,1,我覺得自用車未經政府認證就自行載客營業，已經威脅到公共安全。,I think taking passengers in a personal-use vehicle without a government certified taxi tab threatens public safety.,A,Olga Cheng,"I think the car from the passenger on their own without government certification business, has threatened to Gonggonganquan."
1437446203050,Mon Jul 20 22:36:43 EDT 2015,51,476,454,96,1,我覺得任何的創新服務以達營利目的的確是社會進步的重要過程，但必須完全在法律的規範下合法經營，才能避免因非法營運而產生社會公平及社會安全等問題．,"I think any innovative service to achieve the purpose of profit is an important procedure in social prosperity. However, it must be completely legitimate business under the norms of the law, to avoid the illegal operation unfair in social justice and security.",A,Olga Cheng,"I think any innovative services to achieve the purpose of profit is indeed an important process of social progress, but it must be completely legitimate business under the norms of the law, in order to avoid the illegal operation to produce social justice and social security."
1437476850027,Tue Jul 21 07:07:30 EDT 2015,61,505,505,54,1,我認為，共享經濟能降低社會資源的浪費。,I think the sharing economy can reduce the waste of societal resources/wealth. ,A,Cassandra L.,"I think, shared economy can reduce the waste of social resources."
1437483116119,Tue Jul 21 08:51:56 EDT 2015,65,0,539,42,1,我覺得政府應該對運輸業設置公平的管制規則，而不是保護特定的既得利益者。,"I feel like the government should set up a fair regulation of the transportation busineses, and not protect any particular vested interests. ",A,Cassandra L.,"I think the Government should set fair rules for transport of control, rather than protecting particular vested interests."
1437546828780,Wed Jul 22 02:33:48 EDT 2015,67,531,475,76,1,Uber有機會搭乘高級車款(Ex.Audi.BMW.Benz.....etc.)，計程車多半為國產車，有著不同的新鮮感。,"Taking Uber sometimes gives you the opportunity to ride in the most luxurious cars, like Audi, BMW, Benz..etc. On the other hand, Taxis are mostly domestic cars. This can give you a novel experience.",A,Cassandra L.,"Uber have the opportunity to take advanced cars (Ex.Audi.BMW.Benz ..... etc.), Taxi mostly for domestic cars, have different freshness."
1437547266860,Wed Jul 22 02:41:06 EDT 2015,68,533,536,47,1,我覺得現在已經是一個科技時代，很多事物及法令規範都應該應時應地治宜，而不是墨守成規。,"I think we are now in a technological age, many things according to the laws should be governed case by case, rather than in a rigid way.",A,Cassandra L.,"I think now is a technological age, many things should be standardized and laws should be Expelling, rather than rigid."
1437547467428,Wed Jul 22 02:44:27 EDT 2015,69,533,394,122,1,"我覺得即使Uber X沒有職業駕照或車體有明顯標示以辨識，但因其每趟行程皆有行程紀錄，也感到安全
。","I feel like even though there is no professional driver's license and UberX identification shown on the vehicle, because of all the records of every route taken I feel safe. ",A,Cassandra L.,"I think that even Uber X does not have occupational driver's license or vehicle clearly marked to identify, but because every trip travel itinerary Jie record, but also feel safe
."
1437586193329,Wed Jul 22 13:29:53 EDT 2015,84,0,397,95,1,我覺得傳統的計程車現在都要加入車隊才有辦法生存，這也不是政府規定的，UberX顛覆了這項不成文的規定，覺得很棒！,"I think nowadays that the traditional taxi drivers must choose to join a fleet in order to survive, which is not required by the government. However, I feel it's awesome that UberX subverted this unwritten rule!",A,Olga Cheng,"I think that the traditional taxi now have to join the team only way to survive, this is not required by the Government, UberX subvert the provisions of this unwritten rule, feel great!"
1437626358835,Thu Jul 23 00:39:18 EDT 2015,92,0,318,135,1,我覺得UberX現有保障乘客權益的機制已經足夠，放行營運可以讓民眾多一個便捷的交通方式。,I think the current UberX protection mechanism for passengers is already sufficient. Releasing its operation right will bring people more convenience in transportation.,A,Olga Cheng,"I think the mechanism UberX existing safeguards the interests of the passengers enough, so that people can release operation more than a convenient mode of transportation."
1437814191031,Sat Jul 25 04:49:51 EDT 2015,109,0,328,89,1,我覺得UberX是國際化的App，今天台灣要融入國際，就要接受這個平台，而不是排擠它。,"I feel like UberX is an international App, if Taiwan would like to intergrate into the modern world, she must accept the platform not pushing it out. ",A,Cassandra L.,"I think UberX is international App, today Taiwan to integrate into the international, we must accept this platform, rather than crowding it."
1437967959063,Sun Jul 26 23:32:39 EDT 2015,111,1084,393,16,1,我覺得政府應該能藉由面對 Uber 的挑戰，同時改善計程車的監管與評價制度，讓計程車的司機與乘客也能獲得如 Uber 一樣的服務品質。,"I feel like the government should be able to face the challenges posed by Uber while improving Taxi's evaluation and supervision, so that taxi drivers and passengers are able to enjoy the same quality of service as Uber. ",A,Cassandra L.,"I think the Government should be able to face the challenges by Uber while improving supervision and evaluation system of the taxi, let the taxi drivers and passengers can get the same quality of service as Uber."
1438233145248,Thu Jul 30 01:12:25 EDT 2015,139,1308,233,23,1,我認為，Uber是市場需求的反應，目前應該找出問題，正視問題，解決問題。,"I think Uber is a response to the market demand, currently the problems should be identified first, then faced and then solved.",A,Cassandra L.,"I think, Uber is a response to market demand, the current should identify the problems, to face and solve problems."
1437476958294,Tue Jul 21 07:09:18 EDT 2015,62,505,524,64,1,我認為，UBER 是一個可以創造彈性就業機會的商業模式。,I think the Uber business model can create many flexible employment opportunities. ,A,Cassandra L.,"I think, UBER is a resilient business model can create jobs."
1437481180067,Tue Jul 21 08:19:40 EDT 2015,63,205,486,79,1,我覺得現在的計程車服務品質參差不齊，跟市場未提供足夠的公平競爭環境有關。,"I think the quality of taxi services are all over the place, which relates to a lack of fair competition in the marketplace.",A,Bonnie Chan,"I think that the taxi service quality is uneven, with the market does not provide enough of a fair competition environment."
1437481355464,Tue Jul 21 08:22:35 EDT 2015,64,509,515,70,1,Uber 是境外公司，我認為 Uebr 有責任針對在台灣繳稅的問題提出足以說服台灣社會的因應方式。,"Uber is an offshore company, I believe Uber has the responsibility to target Taiwan’s tax problem, with a convincing proposal to shift Taiwan’s paradigm.",A,Bonnie Chan,"Uber is an offshore company, I think Uebr responsibility to raise enough to convince Taiwan in response to the way social problems in Taiwan for the tax."
1437637237645,Thu Jul 23 03:40:37 EDT 2015,96,0,385,52,1,我覺得所有營業車輛都應該一律採取乘客評分機制，而不是只靠政府核發營業許可。,"I think all transportation services should unanimously collect passenger ratings and reviews, and not just rely on the right to operate.",A,Bonnie Chan,"I think that all commercial vehicles should always take passengers scoring mechanism, rather than rely on government-issued business license."
1438154930654,Wed Jul 29 03:28:50 EDT 2015,126,1960,257,35,1,我覺得每一位客人的行程都可以用GPS定位記錄，如果發生事情時UBER公司可以調閱行程記錄協助警方辦案,"Since each passenger’s trip can be recorded and tracked by GPS, if anything should happen, I think Uber can assist police investigations by accessing their records.",A,Bonnie Chan,"I think that every guest can travel with GPS positioning record, if things happen UBER company can assist police investigators access to travel records"
1437105174039,Thu Jul 16 23:52:54 EDT 2015,29,0,305,329,1,我覺得交通部取締效果不彰，是公權力無能的表現。,"I think the Ministry of Transportation and Communications was ineffective in outlawing Uber, which is an inability to demonstrate public authority.",A,Bonnie Chan,"I think the Ministry of Transportation to ban ineffective, the performance of public authority is incompetent."
1437449983249,Mon Jul 20 23:39:43 EDT 2015,53,483,505,84,1,我覺得UBER是個讓乘客與司機雙方都能受益的新服務。,I believe Uber is a new service that provides mutual benefits to the passenger(s) and driver(s).,A,Bonnie Chan,I think it was UBER passengers and the driver both sides can benefit from the new service.
1435654449781,Tue Jun 30 04:54:09 EDT 2015,5,0,390,247,1,我覺得主動取締白牌車是交通部的責任。,I think the intiative of banning 'white brand car' is the responsibility of the Ministry of Transportation.,B,Cassandra L.,I think the initiative to outlaw white car brand is the responsibility of the Ministry of Transportation.
1435654477147,Tue Jun 30 04:54:37 EDT 2015,6,0,435,238,1,我覺得載客的車子上應該要有明確標示。,I think when passengers are on board the cars should be clearly marked. ,B,Cassandra L.,I think the car's passenger should have clearly marked.
1436965038021,Wed Jul 15 08:57:18 EDT 2015,21,0,475,181,1,我覺得UberX應該依法令申請經營運輸業務。,I feel that UberX should follow the laws by applying the business of transportation services. ,B,Cassandra L.,I think UberX should make application for business transportation business law.
1437105685346,Fri Jul 17 00:01:25 EDT 2015,31,0,248,318,1,我覺得既然交通部已駁回 Uber 的行政訴願，台北市政府就應該註銷「台灣宇博數位」的公司登記。,"I feel that since the Ministry of Transportation has rejected Uber's Admistrative Appeal, Taipei City government should move out ""TAIWAN YUBO Digit'' company registration.",B,Cassandra L.,"I feel that since the Ministry of Transportation has rejected Uber administrative appeal, the Taipei City Government should log out ""Taiwan Yu Bo Digital"" company registration."
1437105740751,Fri Jul 17 00:02:20 EDT 2015,32,0,434,235,1,我覺得 UberX 目前無法幫乘客保意外險，讓我感到沒有保障。,"I think UberX has not been able to provide liability insurance coverage for passengers, which makes me feel insecure.",B,Bonnie Chan,"I think UberX not yet possible to help protect passenger accident insurance, makes me feel insecure."
1437442443150,Mon Jul 20 21:34:03 EDT 2015,50,0,275,284,1,我覺得大眾運輸工具普及後，營業車的空車率已不斷攀升，開放自用車載客不會擴大需求，只會讓計程車更難經營。,"I think after public transit became popular, the rate of empty for-hire cars continues to rise, an influx of independent drivers won't improve demand, but only make it more challenging for the taxi business.",B,Bonnie Chan,"I think the popularity of public transportation, car sales rising rate of empty, open passenger car for personal use will not increase demand, will only make it harder taxi business."
1437476269153,Tue Jul 21 06:57:49 EDT 2015,59,503,518,76,1,我認為，用網路工具（例如app）叫車，可以降低司機故意繞路的機率。,I think using an app with the tracking feature to call a car can minimize the chance of a driver detouring deliberately.,B,Olga Cheng,"I think, called the car network tools (eg app), you can reduce the chances of a driver deliberately detour."
1437285484655,Sun Jul 19 01:58:04 EDT 2015,46,0,556,92,1,我覺得類似共乘，但由開車的人向共乘者收費的概念，是可行的。,"Similar to carpooling, I think it's a feasible practice for a driver to charge their passengers for opportunistic lift-sharing. ",C,Tzu-Chi Yen,"I think it is similar to carpool, but the concept of charging motorists to carpool who is feasible."
1437546591317,Wed Jul 22 02:29:51 EDT 2015,66,531,408,79,1,我覺得Uber司機開車時較不會像計程車司機亂鑽，當客人要下車時計程車會直接切換車道不顧後方來車安危，但Uber司機會慢慢切換車道至路邊。,"I think that Uber drivers drive more safely, whereas taxi drivers tend to weave in and out of traffic dangerously. When the passenger gets off, the taxi driver usually switches the traffic lane abruptly, whereas Uber drivers tend to do that slowly.",C,Tzu-Chi Yen,"I feel like Uber drivers are less likely Luanzuan taxi driver while driving, when the guests have to get off the taxi directly behind the switch lanes to disregard the safety car, but the driver will switch Uber slowly to the curb lane."
1437552491834,Wed Jul 22 04:08:11 EDT 2015,71,527,433,106,1,"我覺得UBER是一個共享平台的概念，而非僱員的概念。UBER是以一個平台管理者的角度來監督在平台上的合作司機及乘客
","I think Uber is a platform for shared services, not for driver employments. Uber should supervise thier drivers and passengers alike with the mindset of a platform manager. ",C,Tzu-Chi Yen,"I think UBER is a shared platform concept, not the concept of employees. UBER platform is based on a manager's point of view to monitor on a platform of cooperation drivers and passengers
"
1437723780160,Fri Jul 24 03:43:00 EDT 2015,104,0,402,46,1,我覺得 Uber 公司既然收取收續費，有責任提供乘客保險，需要時可以另外制定保險種類。,"As long as Uber charges their passengers the handling fee, I think it has the responsibility to offer passenger insurance. If necessary, a new kind of insurance can be developed.",C,Tzu-Chi Yen,"I think the company since Uber charge income renewals, have a responsibility to provide passenger insurance, may develop additional types of insurance needed."
1438059394554,Tue Jul 28 00:56:34 EDT 2015,119,0,344,58,1,我覺得計程車已受政府補貼油價，現在公會仍然決定調漲車費，應該開放 UberX 競爭，讓市場決定需求。,"I think that as long as taxis' gas spending has been subsidized by the government, however, its union still decided to increase the pricing rate. We should legalize Uber and let it compete with the taxis. Let the market determine its demand.",C,Tzu-Chi Yen,"I think the taxi prices have been subsidized by the government, now the Society still decided to hike fares, should be open UberX competition, let the market determine demand."
1438151942242,Wed Jul 29 02:39:02 EDT 2015,121,1440,220,56,1,我覺得 我搭乘uber就是因為司機素質都普遍比較好，不像計程車司機 跟他說我要到幾個不同地區 還會臭臉迎人，就算有法規給他們，素質還是很差！希望uber維持現狀⋯,"I think that the reason I take Uber is that its drivers usually have better manners. Unlike taxi drivers, who may become grumpy if they are told to drive to a number of different destinations. Even if they are regulated, they still have bad manners! I hope Uber can stay unchanged...",C,Tzu-Chi Yen,"I think I take the uber because drivers are generally better quality, unlike the taxi driver told him that I will go to several different parts of the stink face will greet people, even if there are regulations to them, the quality is still poor! Want to maintain the status quo ⋯ uber"
1438154971741,Wed Jul 29 03:29:31 EDT 2015,128,1960,228,62,1,我覺得車輛部份因為是自己所愛護的車輛，也都會遵守不違反交通規則，不會像一般計程車那樣橫衝直撞嚇死乘客,"I think that because Uber drivers' vehicles are of their personal property, they tend to adhere to traffic rules, whereas usual taxi drivers tend to weave in and out of the traffic, terrifying the passengers.",C,Tzu-Chi Yen,"I think part of the vehicle because it is his own love of the car, but also will not violate Jiaotongguize compliance, passengers will not be as scary as general taxi rampage"
1435654192077,Tue Jun 30 04:49:52 EDT 2015,0,0,508,191,1,我有用過 Uber 叫車。,I have used an Uber.,,Tzu-Chi Yen,I have used an Uber.
1435654296727,Tue Jun 30 04:51:36 EDT 2015,3,0,562,155,1,我覺得尖峰時段可以彈性提高收費。,I think we can increase the surge pricing during rush hour.,,Olga Cheng,I think the rush hour can increase the elasticity charges.
1435654577982,Tue Jun 30 04:56:17 EDT 2015,8,0,592,105,1,我覺得 Uber 應該向營業地的政府納稅。,I think Uber should pay the government tax on place of business.,,Olga Cheng,I think Uber place of business should pay taxes to the government.
1435654688337,Tue Jun 30 04:58:08 EDT 2015,9,0,539,121,1,我覺得 Uber 平台的爭端解決紀錄應呈報給交通部。,I think the record of solved dispute issues happening on the Uber platform should be reported to the Ministry of Transportation.,,Olga Cheng,I think the platform to solve the dispute Uber record should be reported to the Ministry of Transportation.
1435656466501,Tue Jun 30 05:27:46 EDT 2015,10,2,234,388,1,我有在台灣以外的地方叫過 Uber,I have used Uber in places outside of Taiwan.,,Arne Brasseur,I have been called Uber in a place outside of Taiwan
1435730079153,Wed Jul 01 01:54:39 EDT 2015,13,0,293,377,1,我覺得計程車身一定要塗裝成黃色的，和其他車輛顏色不同。,"I think the taxi body must be painted in yellow, which is different from other vehicle colors .",,Olga Cheng,"I think the taxi body must be painted in yellow, and other vehicles of different colors."
1435885505624,Thu Jul 02 21:05:05 EDT 2015,14,0,543,99,1,我有小型車駕駛執照。,I have a basic non-commercial driver’s license.,,Olga Cheng,I have a small car driving license.
1435885519786,Thu Jul 02 21:05:19 EDT 2015,15,0,242,380,1,我有職業駕照。,I have a driver license for business automobiles.,,Tzu-Chi Yen,I have a trade license.
1436087607481,Sun Jul 05 05:13:27 EDT 2015,17,0,474,189,1,Uber 是人力派遣，就像客運僱員，屬於服務業。,"Uber is a dispatched labor; like passenger vehicle employees, it belongs to the service industry.",,Tzu-Chi Yen,"Uber is manpower dispatch, as passenger employees belong to the service sector."
1437098913661,Thu Jul 16 22:08:33 EDT 2015,24,0,455,174,1,我覺得 UberX 司機的個人資料，應受政府管制。,I think that UberX drivers' personal records should be regulated by the government.,,Tzu-Chi Yen,"I think the profile UberX drivers, should be subject to government regulation."
1437106142716,Fri Jul 17 00:09:02 EDT 2015,34,0,444,212,1,我覺得 UberX 的司機都應該先考取職業駕駛執照。,I think that UberX drivers should get their business driver licenses first.,,Tzu-Chi Yen,I think UberX drivers should first obtain professional driver's license.
1437128944231,Fri Jul 17 06:29:04 EDT 2015,37,0,478,138,1,我覺得在徵集意見前，各級相關政府單位都應該先明確表示立場。,"I think before collecting comments, all releveant government agencies should have a chance to express their positions/perspectives.",,Cassandra L.,I think before for comments relevant government agencies at all levels should first clear stand.
1437235314414,Sat Jul 18 12:01:54 EDT 2015,43,2,272,278,1,我有以加價計費搭乘過 Uber,I have rode Uber with surge pricing.,,Olga Cheng,I have flown with Uber to increase billing
1437441549818,Mon Jul 20 21:19:09 EDT 2015,48,0,243,260,1,我覺得 UberX 雖然說是為了服務大眾，但如果加上合法納稅、保險的成本，它的商業模式就無法營運下去。,"Although I think that UberX is here to serve the public, if added cost of tax and insurance the UberX business model may not be able to continue to operate.  ",,Cassandra L.,"Although I think UberX is to serve the public, but if you add the cost of legal taxes, insurance, its business model can not continue operating."
1437461286700,Tue Jul 21 02:48:06 EDT 2015,55,0,381,138,1,我覺得交通運輸和食品、藥品性質類似，比起一般服務的媒合平台來說，應該要特別嚴格的界定與把關。,"I think transportation is similar to food and medicine, compared to the matching platform in general service, should be even more strictly defined and gated.",,Olga Cheng,"I think a similar transportation and food, medicine nature than matchmaking services platform in general, it should be strictly defined and special checks."
1437568838247,Wed Jul 22 08:40:38 EDT 2015,72,0,381,108,1,我覺得UberX在計費上通常較計程車便宜，平均都能省下一個便當的錢。,"I think UberX fare is generally cheaper than taxi fare, so one can save up some lunch money. ",,Cassandra L.,"I think UberX usually cheaper than a taxi on billing, can save an average lunch money."
1437581877757,Wed Jul 22 12:17:57 EDT 2015,77,0,330,198,1,我覺得 UberX 應比照計程車，將登記證、執照、駕駛完整資訊擺設於車內明顯可見之處。,"I think an UberX driver, as a taxi driver, should display the license, the registration certificate, and the complete driver information in a visible place inside the car.",,Olga Cheng,"I think UberX taxi mutatis mutandis, the registration certificate, license, driving complete information furnished in the car visible place."
1437582487279,Wed Jul 22 12:28:07 EDT 2015,78,0,296,199,1,我覺得搭乘他人的自用車，若是無從判斷此人是否通過測驗及健檢，感覺非常沒有保障。,"I feel very insecure, having no way to tell if the driver had passed the health check and the test, when riding on a personal-use vehicle.",,Olga Cheng,"I think the car ride from others, if not judge whether the person through the test and health check, feeling very insecure."
1437584342895,Wed Jul 22 12:59:02 EDT 2015,80,0,270,145,1,我覺得 Uber 「費率加成」的邏輯很不透明，導致有時候 UberBlack 會比 UberX 要便宜的奇怪情況出現。,"I feel the logic behind the ubers’ surge pricing is very opaque, which sometimes resulting in awkward situation where UberBlack is cheaper than UberX.",,Olga Cheng,"I think Uber ""bonus rates"" logic is very opaque, resulting in sometimes UberBlack will be cheaper than UberX strange situation occurs."
1437622394425,Wed Jul 22 23:33:14 EDT 2015,87,852,393,75,1,我覺得雖然加成計費會讓人比較不想搭Uber，加成計費依照供需法則去變化是合理的。,"I feel that although the increase of Uber fare may result in less popularity, the increase is based on the law of supply and demand then it is reasonable. ",,Cassandra L.,"I feel that although the addition billing will make people more do not want to take the Uber, in accordance with the law of supply and demand in addition to the accounting change is reasonable."
1437622910789,Wed Jul 22 23:41:50 EDT 2015,90,0,366,74,1,我覺得Uber透過應用程式客訴時，問題獲得解決的效率比投訴計程車來得高。,"I think that through Uber complaint program, problems solving is more efficient than the taxi program.",,Cassandra L.,"I think when the Uber app customer complaints, problem solved is more efficient than a taxi complaints."
1437630163708,Thu Jul 23 01:42:43 EDT 2015,94,0,294,110,1,我覺得要提前考慮電腦自動駕駛的情況，包括現代大眾系統是否還有興建必要，以及以後計程車司機的就業該怎麼辦。,"I think the computerized/automatic driving situation must be considered ahead of time, including wheather it's necessary to build a modern public system, as well as considering the employment future for the taxi drivers.",,Cassandra L.,"I think we need to consider in advance autopilot computer case, including whether to build a modern public system also necessary, as well as future employment taxi drivers how to do."
1437680088092,Thu Jul 23 15:34:48 EDT 2015,100,0,271,118,1,我覺得「駕駛自己要去的目的地，和搭乘的人相同」才是共乘的精神，繞行等待載客的不能算是共乘。,I think the essence of carpooling is 'to share the same destination with the carpooler'. Going around to wait for passengers can't be considered carpooling.,,Cassandra L.,"I think ""driving his intended destination, and take the same people"" is the carpool spirit, bypass waiting passengers can not be regarded carpool."
1437789638408,Fri Jul 24 22:00:38 EDT 2015,106,1081,349,65,1,我覺得要替UberX找到出口，就該訂定有別於職業小客車和計程車的法規，讓非營業車，只是要共乘或補貼油錢的，兼職性質的自用車，有一個遵守的遊戲規則,"I think in order for UberX to find a way out, it shoud set different rules and regulations from the minibus and taxis. Let non-business operating cars to just carpool or subsidize gas money, a part-time good quality personal car, with the compliance of game rules.",,Cassandra L. ,"I think UberX asked to find the exit, laid in respect unlike occupational minibus and taxi regulations for non-commercial vehicles, carpool or just to subsidize oil money from part-time nature of the car, there is a compliance with rules of the game"
1438145816736,Wed Jul 29 00:56:56 EDT 2015,120,1324,91,161,1,我覺得自用車載客應該登記，每日以上下班兩趟為限，可達共乘效果，並應加買保障乘客的保險,I think the personal-use vehicle should be registered and be limited to twice commute by carpool daily. The liability insurance for the passenger should also be included.,,Olga Cheng,"I think it should be for personal use passenger car registration, more than twice the daily commute is limited up to carpool effect, and should be added to protect the passengers to buy insurance"
1438151947603,Wed Jul 29 02:39:07 EDT 2015,122,1431,181,87,1,個人認為應比照小黃立個規範，想開uber的駕駛都須通過由交通部監理單位所舉辦的行車認證或考試，考過便可核發個人或營業用登記證，一來可保障所有乘客，另一方面可保障所有駕駛的基本權利。,"I think the Uber driver should have passed the driving license test for a professional light passenger vehicle from the Motor Vehicles Office and then applied for a taxi driver’s practice registration certificate, according to taxi driver’s norm, which will ensure all passenger and driver fundamental rights",,Olga Cheng,"Huang Li personally think that should be subjected to a small norm, would like to open uber drivers are required to pass the driving exam or certification by the Ministry of Transportation organized supervision unit, the test is too personal or business can be issued with a registration certificate, the one can protect all the passengers, On the other hand the basic rights of all drivers can be guaranteed."
1438152019898,Wed Jul 29 02:40:19 EDT 2015,123,1406,198,67,1,我覺得UBER問題是否應該立法(或修法)？應取決於UBER服務是否有夠大影響力，目前來看，影響人民日常並不大。若民意機關覺得影響性夠大，我讚成修法或立法。,"I think the problem of Uber could be legislation (or amending the laws)? It should depends on how great of an impact of Uber's services, from the current situation, the impact on people's daily life isn't great. If public opinion agency thinks that the influence is great enough, I agree to amend the laws or legislations. ",,Cassandra L.,"I think the question should be whether UBER legislation (or amending the law)? UBER service should depend on whether there are enough big influence on the present situation, affecting people's daily not great. If elected officials feel the influence of big enough, I am in favor of amending the law or legislation."
1438174079779,Wed Jul 29 08:47:59 EDT 2015,133,1816,227,32,1,將Uber合法，能讓司機與乘客都能受到更好的保障，只希望台灣政府能擬定法規,Making Uber legitimate would give the drivers and passengers a better protection. Only to wish that the Taiwanese government would draw up some regulations. ,,Cassandra L.,"The Uber legitimate, allowing drivers and passengers can receive better protection, can only hope that the Taiwan government proposed rule"
1438195914064,Wed Jul 29 14:51:54 EDT 2015,135,2354,214,34,1,外縣市白牌車坐地起價，時有所聞，若能像über 有公開透明的費率，并且不會亂繞路，會吸引更多乘客搭乘,"The 'white brand car' raises its fare in other counties from time to time, if it can be like Uber to have transparent open rate, plus not taking long route would attract even more customers. ",,Cassandra L.,"White counties outside car license price hike, when heard, like über if there is an open and transparent rates, and will not mess detour, will attract more passengers to take"
1438227744955,Wed Jul 29 23:42:24 EDT 2015,137,2389,191,44,1,我覺得搭計程車是ㄧ件要冒險的事情，因為車輛品質參差不齊，司機的品質也參差不齊。,I feel like taking taxi is a risky thing to do because the quality of vehicles and the character of drivers are inconsistent.,,Cassandra L.,"I think the taxi was ㄧ risky thing to do, because the vehicle quality is uneven, uneven quality drivers."
1438273973339,Thu Jul 30 12:32:53 EDT 2015,140,1084,203,35,1,我覺得既然出了北中高，台灣其他鄉鎮市的計程車幾乎都是白牌車，搭車時總是坐地起價，不如立法全數納入規範。,"I feel that except big cities like Taipei, Taichung , and Kaohsiung, all other places in Taiwan, taxi drivers are almost private owners. They call the fare as they wish, it is better to make new law to include whole drivers fully into the specification.",,Olga Cheng,"I feel that since the high north, other townships in Taiwan almost all white taxi car brand is always a price hike when riding, as legislation fully into the specification."
1438394081007,Fri Jul 31 21:54:41 EDT 2015,141,258,208,25,1,我覺得繳稅是一個企業在台灣經營的義務，Uber或其新創模式再麼優秀，在台灣的所得都應該要盡到合法納稅義務。,,,,"I think it is the obligation of a tax business operations in Taiwan, Uber, or create a new model then it excellent, resulting in Taiwan should try to be legitimate tax liability."
1438923403206,Fri Aug 07 00:56:43 EDT 2015,143,2582,181,34,1,我覺得法律僅須訂定一個能保護乘客、司機其他用路人的最低標準，其他應交由市場機制來決定。,,,,"I think the only shall fix a law to protect the passengers, the driver of the other passers-by with the minimum standards, the other should be left to the market mechanism to decide."
1439122448201,Sun Aug 09 08:14:08 EDT 2015,144,1676,153,51,1,我覺得開放Uber是提升臺灣基礎競爭力重要的一環,I think legalizing Uber as an essential step toward upgrading Taiwan's fundamental competitiveness.,,Tzu-Chi Yen,I think open Uber is to enhance the competitiveness of Taiwan's base important part
